series,horizon,median,pi80_lo,pi80_hi,pi90_lo,pi90_hi
gurkor,33,13.783720370964817,13.424866787813144,14.187435111378285,13.314512138302979,14.31287683844624
gurkor,34,13.781166541771977,13.411915624587738,14.186254029811145,13.30123988190115,14.323158276170371
gurkor,35,13.779580771907654,13.400596480301042,14.201466795433586,13.286631896994892,14.338921108402715
gurkor,36,13.781012253254133,13.396607237902257,14.204425764939794,13.273100184123772,14.358462693123316
gurkor,37,13.779061562990599,13.393441993086958,14.212117914839942,13.270879654803815,14.362471426123538
gurkor,38,13.7810945130561,13.384038711893314,14.210603075187922,13.254512635741094,14.375726355831809
gurkor,39,13.780830128607553,13.377241643878161,14.217964392391043,13.24192891016186,14.381287613492296
gurkor,40,13.78455751081939,13.374604612443614,14.227776487447082,13.235229512992806,14.390186760355958
gurkor,41,13.7853939654394,13.357281324525456,14.236568137926481,13.221858211393162,14.397237251855255
gurkor,42,13.783698324467268,13.350887383044709,14.243439764888295,13.219734024653176,14.399946627000267
gurkor,43,13.776947961113386,13.345824873347393,14.247128957644316,13.196674437749886,14.401537432190617
gurkor,44,13.779499875052267,13.334661979539067,14.25813382338376,13.190881283878083,14.418529903432702
gurkor,45,13.777603590933111,13.324782172838102,14.264001370928105,13.184238833792483,14.420608285544942
gurkor,46,13.782186121749973,13.321819408541975,14.273020780900328,13.168462009287618,14.442036738799334
gurkor,47,13.781604857830683,13.312352830007509,14.283699006903136,13.158921584900066,14.469608136270791
gurkor,48,13.782008976875794,13.303841144128562,14.283758561961886,13.150659273583296,14.478137064920679
gurkor,49,13.785516139586672,13.30466297407974,14.289242428843322,13.138274397186876,14.476930858605023
gurkor,50,13.789088071537744,13.29405413690018,14.296059324261138,13.137766263483213,14.49629187764232
gurkor,51,13.785293974649736,13.277267248322742,14.308810501781895,13.12263290066986,14.502210744252153
gurkor,52,13.783121205992819,13.274412459785943,14.32041945691651,13.11141027358442,14.511023532944593
gurkor,53,13.784764737584968,13.276050047566969,14.331635156713649,13.109635166296933,14.51423504282336
gurkor,54,13.787814881022307,13.269076394361193,14.335722604759946,13.091791494487474,14.544520302997121
gurkor,55,13.791203023679842,13.26215085002782,14.348902613696762,13.07547228622096,14.549892228974414
